LydiaRohrer,Female,1012.95,0,0,0,0,0,19,667
alyssa_deeds,Female,1449.44,0,0,0,0,0,16,1049
21si0300,Female,264.62,180.0,416.0,0,0,0,14,289
carobrown4,Female,265.38,0,0,0,0,0,32,111
bischadm,Male,15642.67,113.8,189.54,413.0,4383.0,0,0,0
XCjessicarun,Female,535.48,0,0,0,0,0,14,238
raider,Male,19470.65,154.13,315.53,1086.03,5302.0,12913.94,55,3930
arssoccer,Male,1192.06,151.0,326.34,1159.9,0,0,18,450
aidanbustill00,Male,4000.57,134.4,292.99,1014.9,0,0,17,1014
kfortino,Female,1302.0,141.0,321.86,1122.6,0,0,17,313
nbakes,Male,33251.51,118.2,268.75,946.3,4327.0,0,28,3622
runchelton,Male,10873.73,0,0,1244.3,6716.0,0,57,2665
janienoah,Female,3235.65,0,0,0,0,0,20,672
anniefarrell,Female,345.69,0,0,0,0,0,15,313
nickvoth,Male,8582.5,0,274.0,930.0,0,0,21,1414
eliasgraca,Male,1922.07,0,0,944.0,0,0,21,266
dcxcTriathlete,Male,16050.41,117.28,279.3,1000.88,0,11332.0,29,3612
encee43,Male,19097.95,136.69,289.2,985.61,4469.0,10108.0,29,4117
elisabethmarie,Female,218.23,0,0,0,0,0,18,36
PaigeBoldt,Female,16176.34,0,319.0,1023.0,4799.0,0,28,1754
coachellend,Female,6902.16,0,0,0,0,0,62,3146
briahnagerlach,Female,1707.08,0,0,0,0,0,19,337
AntonySantos,Male,13073.94,126.39,275.0,974.13,4486.0,10362.0,25,2369
casscard1,Female,6304.92,152.62,341.0,1261.0,0,0,21,1337
BenWynsma,Male,1760.74,0,281.1,946.0,0,0,25,1028
dylanjh,Male,4742.99,0,0,0,0,0,24,1641
kallas6,Male,15671.53,120.97,274.11,1097.0,4490.0,0,0,0
Kallas,Male,1859.37,0,0,0,0,0,26,3630
SammyB,Female,1496.68,170.0,356.05,1392.9,0,0,15,1399
ascottjordan,Male,18247.14,165.0,0,1302.05,5765.0,12500.0,52,2522
Kschenkel,Male,1013.8,0,0,0,0,0,15,316
szucca,Male,682.7,0,0,1030.0,0,0,16,680
cassidy523,Female,1503.05,0,0,0,0,0,17,678
lucasrhed,Male,4242.8,0,0,0,0,0,20,640
JOndash,Male,4524.86,0,0,926.0,0,0,19,635
Isaac17,Male,422.85,0,0,0,0,0,19,43
kliminator,Female,6309.98,149.0,315.0,1059.08,5695.0,0,22,0
shelby.grossi,Female,529.09,0,0,0,0,0,14,232
