jc00lz,Male,2491.6,0,0,0,0,0,20,669
bids,Male,13186.41,0,0,1231.02,6487.04,15136.0,49,3664
shirzel,Female,648.63,0,0,0,0,0,19,99
markallen,Male,4653.35,0,274.39,1012.0,0,0,27,2575
Runb311,Male,33046.24,0,263.52,900.05,4285.0,0,30,4311
mcscherber,Male,1693.14,0,0,0,0,0,27,196
JSteible,Male,13554.14,116.0,3.0,879.4,0,0,23,3171
Teresa_Diehl,Female,1725.5,0,0,1179.0,0,0,20,296
spolzin,Male,9303.5,0,0,0,0,0,23,1440
vanfossena1,Female,1738.03,0,0,1238.0,0,0,20,268
mkwierman,Male,5334.21,0,0,1290.0,6283.0,14567.0,32,2160
dlkazmie,Male,8208.6,0,0,0,5397.0,11974.0,0,3753
jennaklynstra,Female,11876.0,0,0,1014.53,0,0,22,1950
bbabyak57,Male,1284.27,0,273.06,947.9,0,0,21,149
JakeDM,Male,2418.16,132.0,243.0,21.1,0,0,18,1694
amrobinson43,Male,1161.2,0,0,0,0,0,20,244
GettysburgPete,Male,8711.73,0,272.2,913.02,4516.8,9784.0,23,2145
kmc929,Female,5534.41,0,874.0,1368.0,6481.0,0,0,3573
locorunner,Male,27224.0,126.0,284.34,949.0,0,9044.8,41,2327
Justin427,Male,1967.44,0,294.41,1120.0,0,0,21,606
CousinJimmy,Male,10519.76,127.0,278.0,955.0,0,0,22,1395
hheuerman,Female,704.5,0,0,0,0,0,16,138
cbloch,Female,3915.41,133.12,146.09,1097.9,0,0,22,595
Ze$tyXander,Male,926.6,0,0,0,0,0,20,400
tsunamibreaker,Male,12519.2,117.28,260.96,884.9,4088.0,8537.0,24,1810
kristinNC,Female,1776.69,0,0,1390.0,7629.0,0,0,2991
rivasc27,Male,5254.22,0,0,910.0,4766.0,0,19,984
kelseytyler96,Female,7583.73,147.0,310.08,1078.11,0,0,21,1409
Alexgill,Male,1316.36,0,0,0,0,0,19,292
idnetjr,Female,565.67,0,0,0,0,0,0,0
bparzich,Male,6718.56,121.8,269.47,944.0,0,0,22,1676
Alex5stalin,Male,1313.67,0,0,0,0,0,23,334
chrispy13,Male,493.6,0,0,0,5829.0,0,22,359
zmower,Male,6887.12,0,295.0,1014.0,0,0,26,3205
rbrantley,Female,1091.69,0,0,0,7608.0,0,30,1250
oddlefty,Male,19211.69,112.44,248.65,924.82,4310.0,9381.0,27,2881
KevRivera,Male,849.16,0,0,1208.0,0,0,21,578
maggiemahoney,Female,6595.36,0,0,0,0,0,21,1596
seemilyrun,Female,3624.61,133.02,302.7,1090.0,0,0,33,1938
wnation,Male,9877.75,0,0,0,0,0,26,913
zackery.cutlip,Male,412.0,0,0,0,0,0,15,36
mhackett95,Female,5864.0,0,294.95,975.13,0,0,22,679
Redfern72,Female,1101.93,0,0,0,0,0,53,508
TucsonNick,Male,905.75,0,0,0,0,0,28,244
caitlin_busch,Female,11295.67,0,0,972.0,0,0,24,1357
mjerman16,Female,6445.84,0,0,0,0,0,19,859
csdunham8,Male,6954.74,0,268.82,938.0,0,0,20,847
lpep825,Male,1571.23,0,0,1240.0,0,0,50,779
pgottipati,Male,5657.08,0,276.6,952.0,0,0,23,1553
tschott,Male,3267.41,0,0,0,0,0,60,1946
kcardoso27,Female,8545.19,0,344.97,0,0,0,23,1865
sbluske,Female,11005.77,0,0,0,0,9670.0,26,859
Gen5690,Female,7989.17,0,336.96,1102.0,0,0,27,3228
Ahersh93,Male,20046.23,0,0,952.23,4192.0,8678.0,25,2200
seansullivan,Male,4267.62,115.0,258.26,0,0,0,20,661
Keilahworley,Female,27.03,0,0,0,0,0,20,52
kerschnera,Female,4785.85,0,0,0,0,0,20,953
jstilin,Male,35181.32,112.9,236.97,812.29,3815.0,0,28,3365
elianaboxerman,Female,1140.52,0,355.08,1297.53,0,0,15,307
Romalu22,Female,4199.73,144.01,329.4,0,0,0,20,668
jxiong11,Male,194.51,0,0,0,0,0,15,224
kylepermann,Female,1899.46,0,0,0,0,0,20,1353
Victoria15s,Female,1118.05,0,303.48,1089.0,0,0,19,275
aecook15,Female,4716.46,0,305.0,1042.0,0,0,21,826
Hamman-eggs,Female,1915.14,0,356.02,1245.21,6270.0,0,19,325
Tmoore22,Male,691.94,0,271.08,0,0,0,19,99
dbhc8996,Male,45555.41,111.03999999999999,235.7,802.19,0,0,28,4653
cconstable,Female,1518.22,0,0,0,0,0,19,268
kerrysorenson,Female,256.0,0,0,0,0,0,25,112
kage88,Male,22920.02,0,280.8,928.0,4227.0,9396.0,29,3529
retz,Male,6361.57,959.22,283.33,934.0,0,9864.0,21,887
BoyFromIten,Male,28453.63,122.0,270.0,968.0,0,0,27,4826
Tullus,Male,8051.48,121.98,274.43,984.9,0,0,19,2498
rlandy,Female,14673.11,145.0,306.72,1079.0,0,0,26,2706
kawk24,Female,6505.38,0,0,0,0,0,46,2219
Zach_Stew,Male,8495.35,0,259.42,883.37,0,0,21,893
Aholmgren,Male,1381.76,0,0,0,0,0,43,691
adolce96,Female,10051.39,151.12,334.8,1084.0,0,0,21,2075
jolivo,Male,17865.63,0,363.0,1326.0,6316.0,13572.0,57,3606
EvanMitchell18,Male,923.73,0,0,0,0,0,19,300
fheinrich,Male,5934.08,113.66,254.4,934.86,0,0,22,1323
BarnieSandlers5Ever,Male,12346.9,0,286.2,960.51,0,0,22,1413
ndalid,Male,6312.78,0,275.99,1014.0,4889.0,12351.0,35,2301
coachlinh,Male,4164.52,0,0,0,0,0,39,860
igo100,Male,19485.55,0,0,0,0,0,53,3867
joerath,Male,5493.49,124.62,270.03,0,0,0,23,1038
Inferno4,Male,25601.24,123.0,271.0,926.0,4505.0,0,27,3593
maddyestkowski,Female,2564.84,145.0,324.86,0,0,0,20,671
Westendworld,Male,1177.34,123.11,254.21,0,0,0,22,136
runner73,Male,2428.88,0,0,0,0,0,62,912
jkurry,Male,18721.78,0,0,1054.0,0,0,46,859
LisaNorstrom,Female,830.44,0,0,0,7151.0,0,54,248
TylerA,Male,22129.92,123.0,280.62,889.0,0,0,22,2778
jhitch322,Male,5138.89,0,0,0,0,0,27,811
alliehackett,Female,5832.37,0,297.87,974.07,0,0,22,679
jonders,Female,2064.32,0,0,1137.0,0,0,20,666
Straitdrian,Male,36744.93,114.5,252.78,915.2,4227.0,9042.34,29,3990
The_Situation,Male,16798.35,134.0,302.75,969.0,4493.0,10843.0,25,2481
Tommag67,Male,3981.49,0,0,1168.5,5613.0,0,50,3123
carnleygraham,Female,4554.36,0,0,0,0,0,21,656
joshdenny01,Male,4875.78,130.13,291.24,1070.0,5095.0,11901.0,21,2156
Miker66,Male,4313.03,0,0,0,0,0,19,670
Ksandlin,Male,19489.02,0,262.38,889.73,0,0,26,2847
mark_miller,Male,1382.23,0,0,0,0,0,19,318
marittegelaar,Female,400.13,0,0,0,0,0,27,69
xjimmayx,Male,1293.11,0,0,0,0,0,16,260
ShelbyNolan,Female,4016.57,153.43,322.14,1091.45,0,0,20,680
Eriesterer,Male,8491.3,125.0,3.0,1024.0,4763.0,10420.0,23,1761
JamesFordIV,Male,14518.02,0,0,0,4470.0,0,0,0
abbeywarth13,Female,10342.28,132.63,290.85,1088.41,5183.0,0,23,2145
DerekRunsTooMuch,Male,14506.54,127.31,268.89,905.02,4731.0,10231.0,31,3989
mhpagano,Male,3642.21,116.9,263.69,990.0,0,0,25,1009
maxbarbour,Male,2252.57,0,0,0,0,0,19,321
RyanBurrows,Male,7538.37,126.0,266.09,903.87,0,0,21,1282
zleggett,Male,4010.32,0,0,0,0,0,38,758
bcopley,Male,12699.4,0,0,912.0,0,0,23,2122
jaylapeche,Male,4610.48,0,0,0,0,0,40,1043
Zhatfield,Male,3395.4,0,0,0,0,0,37,999
Bdavisxc10,Male,17383.45,118.22,262.17,931.0,4547.0,0,25,2881
j.matthews36,Male,5261.76,0,0,0,0,0,23,647
teter,Male,21010.66,122.59,274.58,956.0,4321.0,9639.0,27,4304
allisonmarie_1,Female,39.5,0,0,0,0,0,15,105
andie.a,Female,39.5,0,0,0,0,0,15,105
chelseaj14,Female,10932.93,156.0,322.0,1079.09,5157.05,0,21,1443
emma.lusk,Female,33.0,0,0,0,0,0,14,105
johnnypace10,Male,6681.47,0,0,0,0,0,21,1038
rketchum,Male,15362.39,0,0,1048.0,4916.0,0,25,2780
TaylorRL23,Male,17.5,0,0,0,0,0,15,105
mimireimers,Female,1630.58,0,0,0,0,0,19,308
kellyedwards7,Male,14.0,0,0,0,0,0,16,105
DB3460,Male,36.5,0,0,0,0,0,15,104
FloridaFlash1258,Male,12099.47,0,274.11,927.0,4523.0,0,0,1967
WR3056,Male,40.5,0,0,0,0,0,15,105
bemckinn,Male,12506.7,0,328.0,1108.0,5317.0,11941.0,44,3102
tg3279,Female,42.5,0,0,0,0,0,14,105
acb.netsurfer,Male,2417.77,0,0,1044.0,0,0,21,980
skruB,Male,12516.91,0,266.84,894.37,0,0,21,1076
JCisthebomb,Female,3608.69,150.0,252.93,1177.8,5764.0,0,22,1281
VFRunner,Male,708.33,0,0,0,0,0,48,432
Ultrarunner50,Male,2326.75,0,0,0,0,0,27,673
k_murray,Female,840.98,0,0,1159.0,0,0,19,301
Hates_Goats,Male,2765.71,0,277.05,995.0,0,0,23,456
FlashMob,Female,9343.73,0,336.55,1156.0,0,0,0,0
everett.smulders,Male,1674.95,0,0,0,0,0,19,230
Lachlancook,Male,1963.0,0,0,0,0,0,21,243
df2015,Male,6648.98,0,273.81,972.0,0,0,0,0
bmp1123,Male,3512.5,0,296.55,1006.0,0,0,18,675
JeanPaulScott,Male,348.12,0,0,0,0,0,23,155
dferrorunning,Female,12811.9,147.02,307.86,1076.63,5311.0,11509.0,23,1720
teckel,Male,29313.5,148.0,313.77,991.0,5387.0,11722.0,65,4300
MegJay,Female,1333.62,0,0,0,0,0,18,286
klapsansky,Male,5447.6,0,0,0,0,0,20,680
jacobstamm,Male,5797.55,0,0,0,0,0,19,677
CoachKraft,Male,2339.86,0,0,0,0,0,38,499
tdubxc,Male,11850.56,0,261.36,853.0,4075.0,0,25,861
troeth,Male,13387.76,0,597.0,912.0,4233.0,9741.0,26,3099
Hanbyul,Male,1962.24,0,0,1049.0,0,0,18,316
g_alig,Male,10065.78,0,0,1139.0,0,0,0,2810
spolatas,Female,24530.12,156.0,317.0,1029.19,4754.0,9821.0,25,3971
IsraelBarco11,Male,4891.5,114.4,258.66,959.0,0,0,21,1072
devynmccarthy,Female,441.5,0,0,0,0,0,17,667
jake_carlson85,Male,1158.81,0,0,1033.0,0,0,19,1038
rell4,Male,9213.74,0,0,0,7594.0,17373.0,56,3627
bwschultz,Male,2682.32,0,0,0,0,0,48,836
Chaiiin,Male,2145.94,130.86,294.76,1115.0,0,0,20,1037
lukesimonds,Male,5015.92,120.2,264.28,986.0,0,0,20,1042
stephenj03,Male,2963.19,0,0,1546.29,7485.0,0,36,2500
CoachBurk,Male,28974.6,0,279.29,945.0,4256.0,9097.0,27,2222
stevenfrand,Male,5040.66,0,0,1019.0,0,0,23,1777
bevans,Male,7080.93,0,0,921.0,0,0,21,1059
bolognacake,Male,3788.74,0,279.72,958.27,0,0,19,670
Jerryfitz96,Male,5977.53,0,258.85,899.64,0,0,21,1006
tward98,Female,5569.27,0,338.0,1200.3,0,0,20,1756
weisel15238,Male,10237.56,111.11,246.42,931.0,0,0,21,798
SawyerMom,Female,1188.43,0,0,0,0,0,0,2508
alyanak,Female,29581.23,0,289.7,993.0,4426.0,9286.0,39,4395
fossac,Male,10246.2,0,0,0,0,0,60,1075
allietaylor98,Female,1882.65,0,0,0,0,0,19,355
laurenflynt,Female,7138.6,0,0,1130.0,0,0,19,1786
Mazz,Male,13023.22,113.81,254.03,933.0,0,0,23,1721
harrietsmith,Female,6960.55,0,306.0,1084.0,5160.0,10946.0,25,978
sophiafarquhar,Female,5899.53,0,0,1303.0,0,0,21,1374
sarahwygant,Female,248.1,0,0,0,0,0,36,320
Yesecaro6,Female,1386.05,0,0,1430.0,0,0,21,658
bmiller26,Male,21214.2,0,0,986.0,4521.0,9663.0,35,3166
mhusch22,Male,7088.75,126.0,278.0,973.0,0,10071.0,21,2506
sportsnurse,Male,14108.47,0,414.0,1338.0,6222.0,13377.0,66,3770
judith,Female,2961.7,0,0,0,0,0,69,3704
halhays,Male,10040.45,0,0,0,0,0,65,3772
ameliamahoney,Female,986.75,0,0,0,0,0,19,281
yellowyak46,Male,15103.23,125.0,262.0,869.43,4426.0,0,24,1423
AndreGodbott,Male,2819.04,115.62,254.51,912.06,0,0,19,448
bdemarest13,Male,3273.45,0,0,0,0,0,22,1336
Sean_Vandy,Male,20819.05,116.78999999999999,249.17,875.07,0,0,26,3607
kenziegronlund,Female,30.5,0,0,0,0,0,15,105
natalienew,Female,806.96,0,0,0,0,0,16,707
brooke.eckert,Female,30.0,0,0,0,0,0,15,105
gabbilinn,Female,39.0,0,0,0,0,0,14,105
onamountaintop,Female,7623.68,0,0,0,0,0,0,1069
Loso,Male,30403.88,115.9,251.0,894.07,4147.0,8857.0,29,3892
paigeisburg,Female,37.5,0,0,0,0,0,15,105
soverby,Male,12746.34,0,252.1,917.0,4610.0,10434.0,35,4748
andyking,Male,23687.38,0,0,1345.0,6197.76,12868.0,60,3773
TheyCallMeMango,Male,22338.05,140.0,288.0,986.0,4508.0,9557.0,32,4185
FranSEEYA,Male,13133.37,127.0,264.75,894.82,0,0,27,2434
AlexCorbett96,Male,6825.9,0,0,896.31,0,0,21,1024
amandamcelroy,Female,915.05,158.0,360.72,1278.0,0,0,19,322
Juliart03,Female,1328.48,158.2,351.63,1276.0,7638.0,0,19,331
UltiDrew,Male,2254.68,0,0,0,0,0,26,691
NDez,Female,3135.15,0,360.07,1222.38,0,0,24,1411
MalloryPaulk,Female,36.5,0,0,0,0,0,22,54
lizcon40,Female,829.84,0,0,1180.0,0,0,18,1143
JTGraass,Male,3245.7,118.0,0,934.0,0,0,21,736
maeberry,Female,5788.36,0,0,1045.05,0,0,25,1051
curieous,Male,1372.96,0,0,1843.0,0,0,0,3292
Logang,Male,28.06,0,0,0,0,0,15,33
leigh13,Male,10885.23,0,269.33,942.0,4569.0,9336.0,25,2490
kharr82,Female,7315.53,148.47,301.91,1028.0,0,0,26,2868
JoeySpinelli,Male,3374.55,0,0,0,0,0,23,1780
bussell,Male,22542.98,0,0,1044.0,5189.83,0,59,4301
Jeryck,Male,2590.98,0,0,989.0,0,0,19,586
bharv,Male,10992.38,121.85,254.0,987.0,0,0,0,0
chasedhampton,Male,3443.05,0,251.89,909.26,0,0,20,2513
edwardchance,Male,6138.26,0,0,0,0,0,20,868
rkrogh,Male,297.35,0,0,0,0,0,17,0
LukeAnderson,Male,3032.47,115.25999999999999,252.47,917.0,0,0,20,646
SalCordova95,Male,1204.07,0,0,0,0,0,22,412
toblerh1,Female,8167.5,0,332.92,1147.0,0,0,20,2248
jcr491,Male,5119.61,0,0,0,0,0,22,1259
zacharysallen,Male,4263.82,0,0,0,0,0,21,1498
bensiciliano,Male,1292.5,0,0,0,0,0,19,142
RyanRoush,Male,19008.47,0,900.06,869.49,4090.0,0,23,2136
